Accession_ID	Chr	Start	End	Strand	Length	B_1_1	B_1_2	B_1_3	B_2_1	B_2_2	B_2_3	B_3_1	B_3_2	B_3_3	B_4_1	B_4_2	B_4_3
lcl|NC_010296.1_cds_WP_012268344.1_5674	lcl|NC_010296.1_cds_WP_012268344.1_5674	1	342	+	342	182	211	189	37	40	74	112	94	68	27	24	20
lcl|NC_010296.1_cds_WP_012268345.1_5676	lcl|NC_010296.1_cds_WP_012268345.1_5676	1	1263	+	1263	491	501	463	182	153	349	266	362	299	121	96	78
lcl|NC_010296.1_cds_WP_041804467.1_5678	lcl|NC_010296.1_cds_WP_041804467.1_5678	1	1461	+	1461	2377	1841	1779	937	800	1479	1884	2218	1820	489	291	506
lcl|NC_010296.1_cds_WP_012268348.1_5679	lcl|NC_010296.1_cds_WP_012268348.1_5679	1	972	+	972	3134	2972	2277	1017	911	1700	1224	1521	1227	515	312	482
lcl|NC_010296.1_cds_WP_012268349.1_5680	lcl|NC_010296.1_cds_WP_012268349.1_5680	1	426	+	426	193	186	206	102	93	152	109	187	160	27	34	39
lcl|NC_010296.1_cds_WP_012268350.1_5681	lcl|NC_010296.1_cds_WP_012268350.1_5681	1	999	+	999	1118	1060	843	599	456	811	773	691	630	264	116	219
lcl|NC_010296.1_cds_WP_002795696.1_5682	lcl|NC_010296.1_cds_WP_002795696.1_5682	1	1494	+	1494	812	1015	1090	342	325	652	453	350	368	132	75	88
lcl|NC_010296.1_cds_WP_012268352.1_5684	lcl|NC_010296.1_cds_WP_012268352.1_5684	1	639	+	639	394	459	600	195	151	297	293	234	265	93	53	54
lcl|NC_010296.1_cds_WP_012268355.1_5687	lcl|NC_010296.1_cds_WP_012268355.1_5687	1	2721	+	2721	2437	2826	2401	1539	1191	2022	1737	1825	1871	645	377	650
lcl|NC_010296.1_cds_MAE_RS36265_5689	lcl|NC_010296.1_cds_MAE_RS36265_5689	1	202	+	202	1140	1175	1549	315	261	533	865	370	425	212	111	123
lcl|NC_010296.1_cds_WP_002797358.1_5690	lcl|NC_010296.1_cds_WP_002797358.1_5690	1	1509	+	1509	524	525	409	121	111	210	359	218	370	54	13	49
lcl|NC_010296.1_cds_WP_012268359.1_5692	lcl|NC_010296.1_cds_WP_012268359.1_5692	1	2130	+	2130	60	93	65	12	22	16	39	12	25	1	8	6
lcl|NC_010296.1_cds_WP_012268360.1_5693	lcl|NC_010296.1_cds_WP_012268360.1_5693	1	399	+	399	29	62	57	11	12	34	13	20	13	5	10	3
lcl|NC_010296.1_cds_WP_002797368.1_5694	lcl|NC_010296.1_cds_WP_002797368.1_5694	1	300	+	300	54	98	75	8	4	19	15	17	9	1	8	3
lcl|NC_010296.1_cds_WP_012268361.1_5695	lcl|NC_010296.1_cds_WP_012268361.1_5695	1	432	+	432	157	259	256	72	57	77	87	62	43	40	8	14
lcl|NC_010296.1_cds_WP_012268362.1_5696	lcl|NC_010296.1_cds_WP_012268362.1_5696	1	213	+	213	207	336	264	81	44	74	128	72	54	21	9	11
lcl|NC_010296.1_cds_WP_012268365.1_5699	lcl|NC_010296.1_cds_WP_012268365.1_5699	1	1911	+	1911	21698	25808	30749	10196	7881	14714	20233	8537	9364	2677	1334	2636
lcl|NC_010296.1_cds_WP_012268366.1_5700	lcl|NC_010296.1_cds_WP_012268366.1_5700	1	771	+	771	1768	3175	3366	724	576	952	3934	1195	1186	354	262	382
lcl|NC_010296.1_cds_WP_002797377.1_5701	lcl|NC_010296.1_cds_WP_002797377.1_5701	1	1749	+	1749	8851	14676	16282	3388	2430	4368	12476	5109	5098	1879	1099	1857
lcl|NC_010296.1_cds_WP_012268367.1_5702	lcl|NC_010296.1_cds_WP_012268367.1_5702	1	894	+	894	2134	2772	3442	825	658	1077	2228	1275	1342	538	357	520
lcl|NC_010296.1_cds_WP_012268368.1_5703	lcl|NC_010296.1_cds_WP_012268368.1_5703	1	1038	+	1038	5652	8872	9518	1913	1424	2592	8248	3306	3914	1090	748	1071
lcl|NC_010296.1_cds_WP_002736918.1_5705	lcl|NC_010296.1_cds_WP_002736918.1_5705	1	702	+	702	13082	17174	15581	5825	4916	9119	17775	6419	7015	1684	635	1442
lcl|NC_010296.1_cds_WP_012268371.1_5706	lcl|NC_010296.1_cds_WP_012268371.1_5706	1	1335	+	1335	7216	12209	10888	3666	2786	5055	7812	3837	4216	1291	775	1429
lcl|NC_010296.1_cds_WP_041804468.1_5709	lcl|NC_010296.1_cds_WP_041804468.1_5709	1	858	+	858	769	1017	1406	357	253	527	655	343	360	134	153	155
lcl|NC_010296.1_cds_WP_041804469.1_5710	lcl|NC_010296.1_cds_WP_041804469.1_5710	1	951	+	951	772	1105	1063	446	374	632	858	820	698	237	218	221
lcl|NC_010296.1_cds_WP_002797394.1_5711	lcl|NC_010296.1_cds_WP_002797394.1_5711	1	732	+	732	19687	36900	32062	6896	3361	19937	7119	2489	4981	964	577	1071
lcl|NC_010296.1_cds_WP_002739434.1_5712	lcl|NC_010296.1_cds_WP_002739434.1_5712	1	351	+	351	3274	4280	4041	819	395	2020	939	261	462	187	110	170
lcl|NC_010296.1_cds_WP_012268375.1_5713	lcl|NC_010296.1_cds_WP_012268375.1_5713	1	1287	+	1287	1576	3160	1745	407	298	954	1157	283	284	167	139	129
lcl|NC_010296.1_cds_WP_002739432.1_5714	lcl|NC_010296.1_cds_WP_002739432.1_5714	1	207	+	207	1663	2619	2477	637	385	1460	857	280	320	158	126	141
lcl|NC_010296.1_cds_WP_012268376.1_5715	lcl|NC_010296.1_cds_WP_012268376.1_5715	1	228	+	228	1300	2268	2437	691	391	1341	742	336	440	222	116	155
lcl|NC_010296.1_cds_WP_012268378.1_5716	lcl|NC_010296.1_cds_WP_012268378.1_5716	1	534	+	534	8361	14199	13187	3205	1617	7533	4499	1929	2537	613	410	712
lcl|NC_010296.1_cds_WP_012268379.1_5717	lcl|NC_010296.1_cds_WP_012268379.1_5717	1	1284	+	1284	1248	1789	1716	345	156	998	410	178	201	77	49	74
lcl|NC_010296.1_cds_WP_012268381.1_5719	lcl|NC_010296.1_cds_WP_012268381.1_5719	1	909	+	909	573	1076	961	248	195	339	573	270	262	113	88	67
lcl|NC_010296.1_cds_WP_002737690.1_5721	lcl|NC_010296.1_cds_WP_002737690.1_5721	1	297	+	297	489	636	651	218	177	344	367	294	376	78	74	86
lcl|NC_010296.1_cds_WP_002737442.1_5722	lcl|NC_010296.1_cds_WP_002737442.1_5722	1	189	+	189	206	185	181	78	51	135	61	53	98	17	14	35
lcl|NC_010296.1_cds_WP_002797403.1_5723	lcl|NC_010296.1_cds_WP_002797403.1_5723	1	693	+	693	1533	2310	1509	1690	1314	2533	1291	941	1047	666	418	676
lcl|NC_010296.1_cds_WP_012268385.1_5727	lcl|NC_010296.1_cds_WP_012268385.1_5727	1	1077	+	1077	510	605	700	378	290	577	762	411	398	184	110	155
lcl|NC_010296.1_cds_MAE_RS27535_5729	lcl|NC_010296.1_cds_MAE_RS27535_5729	1	351	+	351	21	13	4	1	2	4	1	6	2	3	5	4
lcl|NC_010296.1_cds_WP_002761735.1_5732	lcl|NC_010296.1_cds_WP_002761735.1_5732	1	579	+	579	52	34	62	5	3	2	21	7	8	2	1	0
lcl|NC_010296.1_cds_WP_012268393.1_5734	lcl|NC_010296.1_cds_WP_012268393.1_5734	1	3591	+	3591	221	347	403	47	46	74	163	71	77	30	12	21
lcl|NC_010296.1_cds_WP_012268395.1_5735	lcl|NC_010296.1_cds_WP_012268395.1_5735	1	402	+	402	949	1108	2660	271	301	489	538	297	522	83	93	66
lcl|NC_010296.1_cds_WP_012268396.1_5736	lcl|NC_010296.1_cds_WP_012268396.1_5736	1	1245	+	1245	462	607	538	121	103	194	281	124	109	41	17	48
lcl|NC_010296.1_cds_WP_041804475.1_5737	lcl|NC_010296.1_cds_WP_041804475.1_5737	1	1062	+	1062	986	1237	1323	255	219	514	503	279	349	111	78	89
lcl|NC_010296.1_cds_WP_002801790.1_5739	lcl|NC_010296.1_cds_WP_002801790.1_5739	1	696	+	696	5384	6931	6868	2454	1962	3109	3335	2971	2743	801	587	790
lcl|NC_010296.1_cds_WP_158303571.1_5740	lcl|NC_010296.1_cds_WP_158303571.1_5740	1	138	+	138	2	0	0	0	0	0	4	0	0	0	0	0
lcl|NZ_CP011304.1_cds_WP_046663543.1_2	lcl|NZ_CP011304.1_cds_WP_046663543.1_2	1	831	+	831	281	432	301	141	117	277	265	171	168	72	58	71
lcl|NZ_CP011304.1_cds_WP_174236811.1_4	lcl|NZ_CP011304.1_cds_WP_174236811.1_4	1	150	+	150	0	1	3	4	0	0	0	0	0	0	0	0
lcl|NZ_CP011304.1_cds_WP_046660449.1_5	lcl|NZ_CP011304.1_cds_WP_046660449.1_5	1	927	+	927	1585	1467	1634	888	709	1219	1202	975	917	382	271	364
lcl|NZ_CP011304.1_cds_WP_046660454.1_10	lcl|NZ_CP011304.1_cds_WP_046660454.1_10	1	1041	+	1041	2272	2525	2691	1100	971	1664	1711	1626	1713	421	264	454
lcl|NZ_CP011304.1_cds_WP_046660456.1_12	lcl|NZ_CP011304.1_cds_WP_046660456.1_12	1	810	+	810	68	89	118	59	57	96	52	21	26	14	8	12
lcl|NZ_CP011304.1_cds_WP_046660461.1_18	lcl|NZ_CP011304.1_cds_WP_046660461.1_18	1	351	+	351	19	40	23	42	18	44	29	9	16	15	14	7
lcl|NZ_CP011304.1_cds_WP_046660462.1_19	lcl|NZ_CP011304.1_cds_WP_046660462.1_19	1	828	+	828	97	131	195	80	67	143	107	42	37	32	13	35
lcl|NZ_CP011304.1_cds_WP_046660464.1_22	lcl|NZ_CP011304.1_cds_WP_046660464.1_22	1	189	+	189	9	0	3	20	23	41	9	1	0	6	5	6
lcl|NZ_CP011304.1_cds_WP_046660469.1_26	lcl|NZ_CP011304.1_cds_WP_046660469.1_26	1	333	+	333	10	11	14	66	38	66	4	4	2	9	2	5
lcl|NZ_CP011304.1_cds_WP_004163945.1_27	lcl|NZ_CP011304.1_cds_WP_004163945.1_27	1	222	+	222	15	23	21	31	18	59	1	5	2	3	1	7
lcl|NZ_CP011304.1_cds_WP_046660470.1_28	lcl|NZ_CP011304.1_cds_WP_046660470.1_28	1	1557	+	1557	71	73	65	83	84	117	29	53	41	23	18	25
lcl|NZ_CP011304.1_cds_WP_046663547.1_42	lcl|NZ_CP011304.1_cds_WP_046663547.1_42	1	1008	+	1008	284	473	576	110	94	165	305	147	159	41	41	40
lcl|NZ_CP011304.1_cds_WP_002735837.1_45	lcl|NZ_CP011304.1_cds_WP_002735837.1_45	1	228	+	228	60	91	85	9	21	15	35	34	55	3	4	3
lcl|NZ_CP011304.1_cds_WP_046660480.1_46	lcl|NZ_CP011304.1_cds_WP_046660480.1_46	1	1293	+	1293	5	2	13	24	14	21	8	5	0	0	0	2
lcl|NZ_CP011304.1_cds_WP_046660483.1_49	lcl|NZ_CP011304.1_cds_WP_046660483.1_49	1	762	+	762	149	123	127	82	81	107	97	97	142	24	17	23
lcl|NZ_CP011304.1_cds_WP_046660486.1_52	lcl|NZ_CP011304.1_cds_WP_046660486.1_52	1	1311	+	1311	24	22	33	22	4	35	6	8	8	4	2	8
lcl|NZ_CP011304.1_cds_WP_046660489.1_55	lcl|NZ_CP011304.1_cds_WP_046660489.1_55	1	327	+	327	44	30	30	32	31	43	14	45	50	15	6	11
lcl|NZ_CP011304.1_cds_WP_002739840.1_72	lcl|NZ_CP011304.1_cds_WP_002739840.1_72	1	270	+	270	57	79	87	31	21	49	36	31	17	18	9	10
lcl|NZ_CP011304.1_cds_WP_002739617.1_73	lcl|NZ_CP011304.1_cds_WP_002739617.1_73	1	249	+	249	66	141	136	30	28	45	39	16	39	24	8	5
lcl|NZ_CP011304.1_cds_WP_052734149.1_74	lcl|NZ_CP011304.1_cds_WP_052734149.1_74	1	4080	+	4080	129	143	156	39	24	46	42	27	32	15	6	10
lcl|NZ_CP011304.1_cds_WP_002778098.1_78	lcl|NZ_CP011304.1_cds_WP_002778098.1_78	1	1455	+	1455	39	27	32	9	10	21	4	6	11	8	3	4
lcl|NZ_CP011304.1_cds_WP_046660509.1_79	lcl|NZ_CP011304.1_cds_WP_046660509.1_79	1	1107	+	1107	9	6	2	4	2	4	4	2	5	0	1	2
lcl|NZ_CP011304.1_cds_WP_046660511.1_82	lcl|NZ_CP011304.1_cds_WP_046660511.1_82	1	990	+	990	160	184	216	147	112	135	77	105	107	45	32	42
lcl|NZ_CP011304.1_cds_WP_046660523.1_96	lcl|NZ_CP011304.1_cds_WP_046660523.1_96	1	654	+	654	165	304	207	67	45	106	133	49	35	39	20	41
lcl|NZ_CP011304.1_cds_WP_235614785.1_99	lcl|NZ_CP011304.1_cds_WP_235614785.1_99	1	2823	+	2823	104	142	173	51	48	97	58	32	24	18	6	12
lcl|NZ_CP011304.1_cds_WP_046660527.1_102	lcl|NZ_CP011304.1_cds_WP_046660527.1_102	1	399	+	399	77	125	190	41	22	45	33	17	15	6	4	9
lcl|NZ_CP011304.1_cds_WP_235614786.1_103	lcl|NZ_CP011304.1_cds_WP_235614786.1_103	1	465	+	465	199	194	211	41	44	128	60	49	60	33	16	14
lcl|NZ_CP011304.1_cds_WP_046660531.1_106	lcl|NZ_CP011304.1_cds_WP_046660531.1_106	1	888	+	888	469	564	548	242	159	334	182	152	176	81	60	83
lcl|NZ_CP011304.1_cds_WP_046660537.1_111	lcl|NZ_CP011304.1_cds_WP_046660537.1_111	1	243	+	243	10	9	8	1	3	7	0	1	6	0	0	0
lcl|NZ_CP011304.1_cds_WP_002767352.1_117	lcl|NZ_CP011304.1_cds_WP_002767352.1_117	1	342	+	342	36	52	55	5	9	35	7	14	8	7	1	7
lcl|NZ_CP011304.1_cds_WP_046660542.1_118	lcl|NZ_CP011304.1_cds_WP_046660542.1_118	1	3993	+	3993	404	619	692	152	100	180	488	172	316	66	60	76
lcl|NZ_CP011304.1_cds_WP_046660543.1_121	lcl|NZ_CP011304.1_cds_WP_046660543.1_121	1	1215	+	1215	1506	2824	2230	643	405	1087	875	294	275	210	200	171
lcl|NZ_CP011304.1_cds_WP_046660545.1_124	lcl|NZ_CP011304.1_cds_WP_046660545.1_124	1	1083	+	1083	36	64	49	82	35	153	49	22	21	21	6	13
lcl|NZ_CP011304.1_cds_WP_046660550.1_132	lcl|NZ_CP011304.1_cds_WP_046660550.1_132	1	717	+	717	541	863	793	201	119	239	472	272	349	36	26	62
lcl|NZ_CP011304.1_cds_WP_080949693.1_133	lcl|NZ_CP011304.1_cds_WP_080949693.1_133	1	1629	+	1629	933	1455	1491	393	304	577	908	414	513	63	34	90
lcl|NZ_CP011304.1_cds_WP_046660551.1_134	lcl|NZ_CP011304.1_cds_WP_046660551.1_134	1	207	+	207	107	97	211	31	42	45	63	40	57	11	5	9
lcl|NZ_CP011304.1_cds_WP_046660552.1_135	lcl|NZ_CP011304.1_cds_WP_046660552.1_135	1	369	+	369	3	3	4	14	5	3	3	0	4	0	2	0
lcl|NZ_CP011304.1_cds_WP_046660555.1_139	lcl|NZ_CP011304.1_cds_WP_046660555.1_139	1	654	+	654	264	313	394	269	192	477	449	177	169	62	16	64
lcl|NZ_CP011304.1_cds_WP_046660556.1_140	lcl|NZ_CP011304.1_cds_WP_046660556.1_140	1	1248	+	1248	421	513	762	280	259	450	524	306	291	139	50	98
lcl|NZ_CP011304.1_cds_WP_046663559.1_143	lcl|NZ_CP011304.1_cds_WP_046663559.1_143	1	792	+	792	2406	3015	3386	1164	1012	1774	3202	2483	2363	654	404	639
lcl|NZ_CP011304.1_cds_WP_046660558.1_145	lcl|NZ_CP011304.1_cds_WP_046660558.1_145	1	741	+	741	1926	2401	3030	1419	1181	2018	1955	707	873	415	218	318
lcl|NZ_CP011304.1_cds_WP_046660559.1_146	lcl|NZ_CP011304.1_cds_WP_046660559.1_146	1	711	+	711	573	783	844	2114	1608	3383	321	112	70	574	263	356
lcl|NZ_CP011304.1_cds_WP_046660562.1_149	lcl|NZ_CP011304.1_cds_WP_046660562.1_149	1	714	+	714	229	132	125	449	473	620	51	17	40	127	40	113
lcl|NZ_CP011304.1_cds_myaer_RS00805_150	lcl|NZ_CP011304.1_cds_myaer_RS00805_150	1	774	+	774	9	33	12	9	6	6	17	12	22	1	2	0
lcl|NZ_CP011304.1_cds_WP_044000032.1_153	lcl|NZ_CP011304.1_cds_WP_044000032.1_153	1	375	+	375	56	57	83	37	17	32	48	23	33	10	4	8
lcl|NZ_CP011304.1_cds_WP_046660573.1_160	lcl|NZ_CP011304.1_cds_WP_046660573.1_160	1	618	+	618	557	708	603	324	252	489	329	392	276	130	120	106
lcl|NZ_CP011304.1_cds_WP_046660579.1_166	lcl|NZ_CP011304.1_cds_WP_046660579.1_166	1	681	+	681	112	120	202	101	37	161	100	70	70	33	17	20
lcl|NZ_CP011304.1_cds_WP_046660584.1_174	lcl|NZ_CP011304.1_cds_WP_046660584.1_174	1	249	+	249	28	48	41	5	6	11	21	4	5	6	4	0
lcl|NZ_CP011304.1_cds_WP_046660585.1_175	lcl|NZ_CP011304.1_cds_WP_046660585.1_175	1	303	+	303	44	72	66	26	6	23	23	41	21	8	15	12
lcl|NZ_CP011304.1_cds_WP_046660596.1_200	lcl|NZ_CP011304.1_cds_WP_046660596.1_200	1	660	+	660	329	867	779	236	160	548	1082	56	112	78	39	60
lcl|NZ_CP011304.1_cds_WP_046660597.1_201	lcl|NZ_CP011304.1_cds_WP_046660597.1_201	1	297	+	297	384	1035	1115	510	366	1104	822	57	129	109	62	63
lcl|NZ_CP011304.1_cds_WP_235614789.1_202	lcl|NZ_CP011304.1_cds_WP_235614789.1_202	1	999	+	999	81	47	89	75	61	148	46	17	23	12	14	16
lcl|NZ_CP011304.1_cds_WP_046660605.1_211	lcl|NZ_CP011304.1_cds_WP_046660605.1_211	1	1395	+	1395	352	432	361	108	79	157	134	235	140	27	20	19
lcl|NZ_CP011304.1_cds_WP_046660606.1_212	lcl|NZ_CP011304.1_cds_WP_046660606.1_212	1	561	+	561	60	56	64	24	14	35	25	55	47	10	6	1
lcl|NZ_CP011304.1_cds_WP_071846395.1_213	lcl|NZ_CP011304.1_cds_WP_071846395.1_213	1	201	+	201	1	0	5	0	0	0	0	0	0	0	0	0
lcl|NZ_CP011304.1_cds_WP_080949696.1_215	lcl|NZ_CP011304.1_cds_WP_080949696.1_215	1	411	+	411	95	128	181	33	28	53	43	33	28	12	6	9
lcl|NZ_CP011304.1_cds_WP_046660608.1_217	lcl|NZ_CP011304.1_cds_WP_046660608.1_217	1	273	+	273	103	170	145	33	11	40	67	14	25	15	9	11
lcl|NZ_CP011304.1_cds_WP_046660610.1_222	lcl|NZ_CP011304.1_cds_WP_046660610.1_222	1	1701	+	1701	1954	2258	2405	893	538	1053	1702	502	841	116	44	106
lcl|NZ_CP011304.1_cds_WP_066029439.1_225	lcl|NZ_CP011304.1_cds_WP_066029439.1_225	1	327	+	327	299	446	467	450	311	628	673	209	280	154	71	106
lcl|NZ_CP011304.1_cds_WP_268807298.1_227	lcl|NZ_CP011304.1_cds_WP_268807298.1_227	1	132	+	132	158	289	331	209	149	232	283	154	171	48	30	39
lcl|NZ_CP011304.1_cds_WP_080949697.1_230	lcl|NZ_CP011304.1_cds_WP_080949697.1_230	1	2388	+	2388	139	238	252	92	46	104	154	62	110	24	17	15
lcl|NZ_CP011304.1_cds_WP_235614792.1_231	lcl|NZ_CP011304.1_cds_WP_235614792.1_231	1	213	+	213	0	4	0	7	2	3	0	0	0	2	0	0
lcl|NZ_CP011304.1_cds_myaer_RS01245_236	lcl|NZ_CP011304.1_cds_myaer_RS01245_236	1	1188	+	1188	615	1029	763	308	190	459	393	140	155	114	99	103
lcl|NZ_CP011304.1_cds_WP_046660624.1_241	lcl|NZ_CP011304.1_cds_WP_046660624.1_241	1	759	+	759	71	70	74	46	46	66	44	27	52	17	17	31
lcl|NZ_CP011304.1_cds_WP_046660627.1_245	lcl|NZ_CP011304.1_cds_WP_046660627.1_245	1	342	+	342	24	39	15	33	39	91	13	14	15	29	11	10
lcl|NZ_CP011304.1_cds_WP_046660628.1_246	lcl|NZ_CP011304.1_cds_WP_046660628.1_246	1	1338	+	1338	1249	1526	1392	613	405	921	540	489	527	180	92	195
lcl|NZ_CP011304.1_cds_WP_046660633.1_251	lcl|NZ_CP011304.1_cds_WP_046660633.1_251	1	564	+	564	75	109	123	54	50	100	27	36	29	11	20	11
lcl|NZ_CP011304.1_cds_WP_080949698.1_253	lcl|NZ_CP011304.1_cds_WP_080949698.1_253	1	270	+	270	15	19	20	38	32	61	14	16	24	7	2	8
lcl|NZ_CP011304.1_cds_WP_046660636.1_254	lcl|NZ_CP011304.1_cds_WP_046660636.1_254	1	1845	+	1845	51	112	93	208	142	256	30	30	14	82	32	47
lcl|NZ_CP011304.1_cds_WP_046663568.1_256	lcl|NZ_CP011304.1_cds_WP_046663568.1_256	1	714	+	714	87	82	93	284	190	383	131	25	27	95	54	44
lcl|NZ_CP011304.1_cds_WP_149039018.1_258	lcl|NZ_CP011304.1_cds_WP_149039018.1_258	1	294	+	294	0	0	0	0	2	2	0	0	0	0	0	0
lcl|NZ_CP011304.1_cds_myaer_RS01365_259	lcl|NZ_CP011304.1_cds_myaer_RS01365_259	1	106	+	106	0	0	0	0	0	0	0	0	0	0	0	0
lcl|NZ_CP011304.1_cds_WP_046660640.1_260	lcl|NZ_CP011304.1_cds_WP_046660640.1_260	1	1248	+	1248	86	114	126	110	100	172	85	28	29	41	27	19
lcl|NZ_CP011304.1_cds_WP_046660641.1_261	lcl|NZ_CP011304.1_cds_WP_046660641.1_261	1	708	+	708	195	308	263	145	78	225	222	97	119	37	19	32
lcl|NZ_CP011304.1_cds_WP_046660642.1_262	lcl|NZ_CP011304.1_cds_WP_046660642.1_262	1	339	+	339	68	83	105	31	12	49	41	55	59	10	5	8
lcl|NZ_CP011304.1_cds_WP_174236440.1_264	lcl|NZ_CP011304.1_cds_WP_174236440.1_264	1	213	+	213	10	10	2	2	4	5	14	2	6	6	0	1
lcl|NZ_CP011304.1_cds_WP_235614793.1_265	lcl|NZ_CP011304.1_cds_WP_235614793.1_265	1	324	+	324	8	0	4	19	4	15	4	2	0	4	2	3
lcl|NZ_CP011304.1_cds_WP_046660646.1_266	lcl|NZ_CP011304.1_cds_WP_046660646.1_266	1	1488	+	1488	130	265	220	118	127	218	253	158	228	55	25	34
lcl|NZ_CP011304.1_cds_WP_046660647.1_267	lcl|NZ_CP011304.1_cds_WP_046660647.1_267	1	399	+	399	23	13	12	27	30	37	9	18	14	9	8	8
lcl|NZ_CP011304.1_cds_WP_046660648.1_268	lcl|NZ_CP011304.1_cds_WP_046660648.1_268	1	1512	+	1512	4	2	4	2	1	4	0	0	6	0	2	5
lcl|NZ_CP011304.1_cds_WP_071846397.1_269	lcl|NZ_CP011304.1_cds_WP_071846397.1_269	1	171	+	171	0	5	2	13	5	8	3	8	8	5	2	0
lcl|NZ_CP011304.1_cds_WP_046660649.1_270	lcl|NZ_CP011304.1_cds_WP_046660649.1_270	1	2748	+	2748	109	150	195	179	152	229	138	85	172	79	39	64
lcl|NZ_CP011304.1_cds_WP_046660654.1_275	lcl|NZ_CP011304.1_cds_WP_046660654.1_275	1	435	+	435	52	69	74	43	27	72	66	14	19	23	8	12
lcl|NZ_CP011304.1_cds_WP_046660655.1_276	lcl|NZ_CP011304.1_cds_WP_046660655.1_276	1	798	+	798	314	249	234	240	256	530	166	201	340	134	57	88
lcl|NZ_CP011304.1_cds_myaer_RS01610_305	lcl|NZ_CP011304.1_cds_myaer_RS01610_305	1	339	+	339	14	15	9	9	10	24	4	0	3	9	4	4
lcl|NZ_CP011304.1_cds_WP_071839409.1_307	lcl|NZ_CP011304.1_cds_WP_071839409.1_307	1	195	+	195	30	44	25	33	19	37	17	11	6	2	6	9
lcl|NZ_CP011304.1_cds_WP_046660687.1_310	lcl|NZ_CP011304.1_cds_WP_046660687.1_310	1	6153	+	6153	1672	1907	5018	825	494	1538	2982	923	1645	273	178	259
lcl|NZ_CP011304.1_cds_WP_046660688.1_311	lcl|NZ_CP011304.1_cds_WP_046660688.1_311	1	1680	+	1680	267	184	217	148	77	166	144	190	146	46	45	59
lcl|NZ_CP011304.1_cds_WP_158524788.1_312	lcl|NZ_CP011304.1_cds_WP_158524788.1_312	1	147	+	147	6	4	8	1	0	0	3	6	4	0	4	0
lcl|NZ_CP011304.1_cds_WP_046660691.1_315	lcl|NZ_CP011304.1_cds_WP_046660691.1_315	1	981	+	981	128	209	241	104	96	106	159	88	96	31	14	39
lcl|NZ_CP011304.1_cds_WP_046660697.1_320	lcl|NZ_CP011304.1_cds_WP_046660697.1_320	1	639	+	639	58	31	29	31	26	45	29	26	28	13	10	10
lcl|NZ_CP011304.1_cds_WP_046660701.1_325	lcl|NZ_CP011304.1_cds_WP_046660701.1_325	1	3063	+	3063	792	983	676	273	260	425	470	478	361	177	57	127
lcl|NZ_CP011304.1_cds_WP_046660702.1_326	lcl|NZ_CP011304.1_cds_WP_046660702.1_326	1	1389	+	1389	248	271	132	60	86	104	121	128	72	37	12	32
lcl|NZ_CP011304.1_cds_WP_235614794.1_327	lcl|NZ_CP011304.1_cds_WP_235614794.1_327	1	1500	+	1500	148	222	89	111	92	107	88	65	48	33	15	35
lcl|NZ_CP011304.1_cds_WP_046660704.1_328	lcl|NZ_CP011304.1_cds_WP_046660704.1_328	1	747	+	747	336	391	286	66	46	120	220	252	80	57	19	40
lcl|NZ_CP011304.1_cds_WP_052734151.1_329	lcl|NZ_CP011304.1_cds_WP_052734151.1_329	1	2541	+	2541	12925	15454	9282	2395	1391	3361	17393	8525	3415	441	123	323
lcl|NZ_CP011304.1_cds_myaer_RS01755_333	lcl|NZ_CP011304.1_cds_myaer_RS01755_333	1	348	+	348	286	368	431	142	111	207	183	131	155	58	27	44
lcl|NZ_CP011304.1_cds_WP_046660716.1_341	lcl|NZ_CP011304.1_cds_WP_046660716.1_341	1	933	+	933	5	2	6	6	3	17	2	0	0	0	3	0
lcl|NZ_CP011304.1_cds_WP_046660725.1_348	lcl|NZ_CP011304.1_cds_WP_046660725.1_348	1	477	+	477	101	406	282	107	76	135	440	80	128	44	31	40
lcl|NZ_CP011304.1_cds_WP_046660734.1_354	lcl|NZ_CP011304.1_cds_WP_046660734.1_354	1	192	+	192	2	6	7	14	14	22	1	1	2	9	4	2
lcl|NZ_CP011304.1_cds_WP_002799928.1_364	lcl|NZ_CP011304.1_cds_WP_002799928.1_364	1	885	+	885	62	114	95	20	14	22	36	17	20	6	5	10
lcl|NZ_CP011304.1_cds_WP_046660745.1_368	lcl|NZ_CP011304.1_cds_WP_046660745.1_368	1	1002	+	1002	490	460	512	230	184	463	245	250	195	86	54	121
lcl|NZ_CP011304.1_cds_WP_046660751.1_374	lcl|NZ_CP011304.1_cds_WP_046660751.1_374	1	270	+	270	405	831	685	141	101	210	351	114	189	42	29	47
lcl|NZ_CP011304.1_cds_WP_046660756.1_381	lcl|NZ_CP011304.1_cds_WP_046660756.1_381	1	1341	+	1341	37	62	49	41	35	65	89	68	94	39	21	46
lcl|NZ_CP011304.1_cds_WP_046660757.1_382	lcl|NZ_CP011304.1_cds_WP_046660757.1_382	1	996	+	996	170	351	239	130	118	153	467	154	359	49	20	53
lcl|NZ_CP011304.1_cds_WP_046660758.1_383	lcl|NZ_CP011304.1_cds_WP_046660758.1_383	1	1263	+	1263	269	494	243	335	360	585	553	260	403	135	108	154
lcl|NZ_CP011304.1_cds_WP_002799991.1_384	lcl|NZ_CP011304.1_cds_WP_002799991.1_384	1	423	+	423	61	95	64	69	57	105	59	49	51	54	4	23
